File_name,Text,Timestamp,TweetID,TweetURL,MediaID,VideoURL,MpegURL
0_00001,"The nineties were characterized by a phenomenon I call bitchification. Any women covered by the news was maligned, objectified, dismissed, often with the word bitch",0:00 - 0:12,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00002,we have so much to gain from a fresh look or the very least an honest appraisal of the nineties. We must or we risk repeating the mistakes of the past.,0:18 - 0:28,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00003,"The stories of nineties women have become sexist mythology. A problematic hsitory, that saps women of their power, just as it was intended to do.",0:29 - 0:40,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00004,"We are still experiencing the after shocks. The Clinton impeachement scandal, then covered as the Monica Lewinsky scandal, cast Lewinsky as a blow job queen.",0:40 - 0:54,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00005,"During the OJ Simpson trial, lawyer Marcia Clark was framed as an unqualified teenager and a bad mom",0:54 - 1:04,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00006,Anita Hill testifies that supreme court nominie Clarence Thomas sexually harrased her. Hill was called a scorned women and a litle bit nutty and a litle bit slutty,1:13 - 1:28,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00007,The media revolution of the twenty four hour news cycle focused on these storeis and insatiable audience followed. Women quickly became renetless content.,1:28 - 1:43,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00008,"Lorena Bobbitt cut off her husbands penis, after alleged years of rape and abuse. ",1:43 - 1:51,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00009,"The press mocked her. Celebrated him and covered her as a perpetrator, not a victim",1:51 - 1:59,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00010,History has remembered these women negatively. The medias bitchification didn't treat all women equally.,2:05 - 2:14,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00011,"While white women face sexism, black women face racism and sexism.",2:14 - 2:20,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00012,"Black women were portrayed as jezebels and sapphires. Hypersexual, angry or threatening, because of their race.",2:20 - 2:29,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
0_00013,"The media that bitchified women back then and continue to bitchify women today, must be held accountable.",2:43 - 2:51,1372480827205033984,https://twitter.com/nowthisnews/status/1372405652295847937/video/1,1104035051422052352,https://video.twimg.com/amplify_video/1104035051422052352/vid/320x320/Ni-PvwW93ugSASbK.mp4?tag=11,https://video.twimg.com/amplify_video/1104035051422052352/pl/6HBR5DlB8jc1xdEG.m3u8?tag=11
